Codigo_muestra;Codigo_individuo;Especie;Familia;Type;Pairs;Fuente;Localidad;Coord_X;Coord_Y;Fecha_recoleccion;Muestra_general;Organo;Muestreo;Individuo;Num_Org;Leaf_area;Petiole_area;Leaf_area_with_petiole;Leaf_thickness;Leaf_fresh_weight;Petiole_fresh_weight;Leaf_fresh_weight_with_petiole;Leaf_dry_weight;Petiole_dry_weight;Leaf_dry_weight_with_petiole;SLA_without_petiole;SLA_with_petiole;1/SLA_without_petiole;1/SLA_with_petiole;Leaf_dry_weight_per_fresh_weight_without_petiole;Leaf_dry_weight_per_fresh_weight_with_petiole;Diametro_flor;Eje_max_flor;Eje_min_flor;Eje_3_flor;Volumen_flor;Alt_max_rep;Alt_max_veg;Eje_max_planta;Eje_min_planta;Volumen_planta_veg;Volumen_planta_rep;Volumen_inflorescencia
SAXLON_MOR.6.H1.;SAXLON_MOR.6.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;6;1;2.862750;;2.862750;1.320000;0.343140;;0.343140;0.058840;;0.058840;48.653127;48.653127;0.020554;0.020554;0.171475;0.171475;;;;;;;;;;;;
SAXLON_MOR.6.H2.;SAXLON_MOR.6.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;6;2;2.431500;;2.431500;1.360000;0.279660;;0.279660;0.052160;;0.052160;46.616181;46.616181;0.021452;0.021452;0.186512;0.186512;;;;;;;;;;;;
SAXLON_MOR.6.H3.;SAXLON_MOR.6.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;6;3;2.864250;;2.864250;1.320000;0.352230;;0.352230;0.061410;;0.061410;46.641426;46.641426;0.021440;0.021440;0.174346;0.174346;;;;;;;;;;;;
SAXLON_MOR.6.H4.;SAXLON_MOR.6.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;6;4;3.069000;;3.069000;1.280000;0.323930;;0.323930;0.054060;;0.054060;56.770255;56.770255;0.017615;0.017615;0.166888;0.166888;;;;;;;;;;;;
SAXLON_MOR.6.H5.;SAXLON_MOR.6.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;6;5;3.111750;;3.111750;1.280000;0.360920;;0.360920;0.073810;;0.073810;42.158922;42.158922;0.023720;0.023720;0.204505;0.204505;;;;;;;;;;;;
SAXLON_MOR.7.H1.;SAXLON_MOR.7.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;7;1;2.736000;;2.736000;1.880000;0.353180;;0.353180;0.076430;;0.076430;35.797462;35.797462;0.027935;0.027935;0.216405;0.216405;;;;;;;;;;;;
SAXLON_MOR.7.H2.;SAXLON_MOR.7.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;7;2;2.000250;;2.000250;1.330000;0.308010;;0.308010;0.045780;;0.045780;43.692661;43.692661;0.022887;0.022887;0.148632;0.148632;;;;;;;;;;;;
SAXLON_MOR.7.H3.;SAXLON_MOR.7.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;7;3;2.201250;;2.201250;1.590000;0.303330;;0.303330;0.059430;;0.059430;37.039374;37.039374;0.026998;0.026998;0.195925;0.195925;;;;;;;;;;;;
SAXLON_MOR.7.H4.;SAXLON_MOR.7.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;7;4;2.570250;;2.570250;1.610000;0.324570;;0.324570;0.066990;;0.066990;38.367667;38.367667;0.026064;0.026064;0.206396;0.206396;;;;;;;;;;;;
SAXLON_MOR.7.H5.;SAXLON_MOR.7.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;7;5;2.150250;;2.150250;1.560000;0.277310;;0.277310;0.052780;;0.052780;40.739864;40.739864;0.024546;0.024546;0.190329;0.190329;;;;;;;;;;;;
SAXLON_MOR.8.H1.;SAXLON_MOR.8.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;8;1;2.751750;;2.751750;1.460000;0.353380;;0.353380;0.051170;;0.051170;53.776627;53.776627;0.018595;0.018595;0.144802;0.144802;;;;;;;;;;;;
SAXLON_MOR.8.H2.;SAXLON_MOR.8.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;8;2;2.945250;;2.945250;1.390000;0.374260;;0.374260;0.052260;;0.052260;56.357635;56.357635;0.017744;0.017744;0.139636;0.139636;;;;;;;;;;;;
SAXLON_MOR.8.H3.;SAXLON_MOR.8.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;8;3;3.021000;;3.021000;1.250000;0.357470;;0.357470;0.050770;;0.050770;59.503644;59.503644;0.016806;0.016806;0.142026;0.142026;;;;;;;;;;;;
SAXLON_MOR.8.H4.;SAXLON_MOR.8.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;8;4;3.335250;;3.335250;1.580000;0.470140;;0.470140;0.066780;;0.066780;49.943845;49.943845;0.020022;0.020022;0.142043;0.142043;;;;;;;;;;;;
SAXLON_MOR.8.H5.;SAXLON_MOR.8.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;8;5;3.109500;;3.109500;1.390000;0.432550;;0.432550;0.062300;;0.062300;49.911717;49.911717;0.020035;0.020035;0.144030;0.144030;;;;;;;;;;;;
SAXLON_MOR.9.H1.;SAXLON_MOR.9.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;9;1;2.464500;;2.464500;1.640000;0.326260;;0.326260;0.050210;;0.050210;49.083848;49.083848;0.020373;0.020373;0.153896;0.153896;;;;;;;;;;;;
SAXLON_MOR.9.H2.;SAXLON_MOR.9.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;9;2;2.658750;;2.658750;1.950000;0.433110;;0.433110;0.087980;;0.087980;30.219936;30.219936;0.033091;0.033091;0.203135;0.203135;;;;;;;;;;;;
SAXLON_MOR.9.H3.;SAXLON_MOR.9.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;9;3;3.582750;;3.582750;2.130000;0.557140;;0.557140;0.131100;;0.131100;27.328375;27.328375;0.036592;0.036592;0.235309;0.235309;;;;;;;;;;;;
SAXLON_MOR.9.H4.;SAXLON_MOR.9.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;9;4;3.782250;;3.782250;2.110000;0.596380;;0.596380;0.139950;;0.139950;27.025723;27.025723;0.037002;0.037002;0.234666;0.234666;;;;;;;;;;;;
SAXLON_MOR.9.H5.;SAXLON_MOR.9.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;9;5;3.232500;;3.232500;1.980000;0.494530;;0.494530;0.113180;;0.113180;28.560700;28.560700;0.035013;0.035013;0.228864;0.228864;;;;;;;;;;;;
SAXLON_MOR10.H1.;SAXLON_MOR10.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;10;1;2.881500;;2.881500;1.470000;0.396980;;0.396980;0.066360;;0.066360;43.422242;43.422242;0.023030;0.023030;0.167162;0.167162;;;;;;;;;;;;
SAXLON_MOR10.H2.;SAXLON_MOR10.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;10;2;3.336000;;3.336000;1.480000;0.417570;;0.417570;0.065870;;0.065870;50.645210;50.645210;0.019745;0.019745;0.157746;0.157746;;;;;;;;;;;;
SAXLON_MOR10.H3.;SAXLON_MOR10.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;10;3;2.770500;;2.770500;1.250000;0.362590;;0.362590;0.058050;;0.058050;47.726098;47.726098;0.020953;0.020953;0.160098;0.160098;;;;;;;;;;;;
SAXLON_MOR10.H4.;SAXLON_MOR10.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;10;4;2.769750;;2.769750;1.220000;0.377580;;0.377580;0.061180;;0.061180;45.272148;45.272148;0.022089;0.022089;0.162032;0.162032;;;;;;;;;;;;
SAXLON_MOR10.H5.;SAXLON_MOR10.;Saxifraga longifolia;Saxifragaceae;Cliff_specialist;Saxifraga;Campo;San_Juan_de_la_Pena;-0.69036494;42.51692507;20/05/2024;Planta;Hoja;Morfologia;10;5;2.804250;;2.804250;1.510000;0.362940;;0.362940;0.058410;;0.058410;48.009759;48.009759;0.020829;0.020829;0.160936;0.160936;;;;;;;;;;;;
ANDVIT_MOR.1.F1.;ANDVIT_MOR.1.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;1;1;;;;;;;;;;;;;;;;;12;;;7;791.6813487;;;;;;;
ANDVIT_MOR.1.F2.;ANDVIT_MOR.1.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;1;2;;;;;;;;;;;;;;;;;13;;;9;1194.590607;;;;;;;
ANDVIT_MOR.1.F3.;ANDVIT_MOR.1.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;1;3;;;;;;;;;;;;;;;;;11;;;9;855.2985999;;;;;;;
ANDVIT_MOR.1.F4.;ANDVIT_MOR.1.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;1;4;;;;;;;;;;;;;;;;;12;;;9;1017.87602;;;;;;;
ANDVIT_MOR.2.F1.;ANDVIT_MOR.2.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;2;1;;;;;;;;;;;;;;;;;13;;;7;929.1260273;;;;;;;
ANDVIT_MOR.2.F2.;ANDVIT_MOR.2.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;2;2;;;;;;;;;;;;;;;;;13;;;8;1061.858317;;;;;;;
ANDVIT_MOR.2.F3.;ANDVIT_MOR.2.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;2;3;;;;;;;;;;;;;;;;;12;;;7;791.6813487;;;;;;;
ANDVIT_MOR.2.F4.;ANDVIT_MOR.2.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;2;4;;;;;;;;;;;;;;;;;13;;;7;929.1260273;;;;;;;
ANDVIT_MOR.3.F1.;ANDVIT_MOR.3.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;3;1;;;;;;;;;;;;;;;;;14;;;7;1077.56628;;;;;;;
ANDVIT_MOR.3.F2.;ANDVIT_MOR.3.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;3;2;;;;;;;;;;;;;;;;;14;;;8;1231.50432;;;;;;;
ANDVIT_MOR.3.F3.;ANDVIT_MOR.3.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;3;3;;;;;;;;;;;;;;;;;13;;;8;1061.858317;;;;;;;
ANDVIT_MOR.3.F4.;ANDVIT_MOR.3.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;3;4;;;;;;;;;;;;;;;;;12;;;7;791.6813487;;;;;;;
ANDVIT_MOR.4.F1.;ANDVIT_MOR.4.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;4;1;;;;;;;;;;;;;;;;;11;;;9;855.2985999;;;;;;;
ANDVIT_MOR.4.F2.;ANDVIT_MOR.4.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;4;2;;;;;;;;;;;;;;;;;11;;;8;760.2654222;;;;;;;
ANDVIT_MOR.4.F3.;ANDVIT_MOR.4.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;4;3;;;;;;;;;;;;;;;;;12;;;9;1017.87602;;;;;;;
ANDVIT_MOR.4.F4.;ANDVIT_MOR.4.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;4;4;;;;;;;;;;;;;;;;;11;;;8;760.2654222;;;;;;;
ANDVIT_MOR.5.F1.;ANDVIT_MOR.5.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;5;1;;;;;;;;;;;;;;;;;12;;;8;904.7786842;;;;;;;
ANDVIT_MOR.5.F2.;ANDVIT_MOR.5.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;5;2;;;;;;;;;;;;;;;;;12;;;8;904.7786842;;;;;;;
ANDVIT_MOR.5.F3.;ANDVIT_MOR.5.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;5;3;;;;;;;;;;;;;;;;;16;;;8;1608.495439;;;;;;;
ANDVIT_MOR.5.F4.;ANDVIT_MOR.5.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;5;4;;;;;;;;;;;;;;;;;16;;;9;1809.557368;;;;;;;
ANDVIT_MOR.6.F1.;ANDVIT_MOR.6.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;6;1;;;;;;;;;;;;;;;;;12;;;8;904.7786842;;;;;;;
ANDVIT_MOR.6.F2.;ANDVIT_MOR.6.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;6;2;;;;;;;;;;;;;;;;;11;;;8;760.2654222;;;;;;;
ANDVIT_MOR.6.F3.;ANDVIT_MOR.6.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;6;3;;;;;;;;;;;;;;;;;14;;;9;1385.44236;;;;;;;
ANDVIT_MOR.6.F4.;ANDVIT_MOR.6.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;6;4;;;;;;;;;;;;;;;;;13;;;9;1194.590607;;;;;;;
ANDVIT_MOR.7.F1.;ANDVIT_MOR.7.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;7;1;;;;;;;;;;;;;;;;;11;;;8;760.2654222;;;;;;;
ANDVIT_MOR.7.F2.;ANDVIT_MOR.7.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;7;2;;;;;;;;;;;;;;;;;12;;;8;904.7786842;;;;;;;
ANDVIT_MOR.7.F3.;ANDVIT_MOR.7.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;7;3;;;;;;;;;;;;;;;;;12;;;9;1017.87602;;;;;;;
ANDVIT_MOR.7.F4.;ANDVIT_MOR.7.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;7;4;;;;;;;;;;;;;;;;;11;;;8;760.2654222;;;;;;;
ANDVIT_MOR.8.F1.;ANDVIT_MOR.8.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;8;1;;;;;;;;;;;;;;;;;13;;;8;1061.858317;;;;;;;
ANDVIT_MOR.8.F2.;ANDVIT_MOR.8.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;8;2;;;;;;;;;;;;;;;;;12;;;8;904.7786842;;;;;;;
ANDVIT_MOR.8.F3.;ANDVIT_MOR.8.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;8;3;;;;;;;;;;;;;;;;;13;;;8;1061.858317;;;;;;;
ANDVIT_MOR.8.F4.;ANDVIT_MOR.8.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;8;4;;;;;;;;;;;;;;;;;13;;;8;1061.858317;;;;;;;
ANDVIT_MOR.9.F1.;ANDVIT_MOR.9.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;9;1;;;;;;;;;;;;;;;;;12;;;8;904.7786842;;;;;;;
ANDVIT_MOR.9.F2.;ANDVIT_MOR.9.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;9;2;;;;;;;;;;;;;;;;;13;;;8;1061.858317;;;;;;;
ANDVIT_MOR.9.F3.;ANDVIT_MOR.9.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;9;3;;;;;;;;;;;;;;;;;12;;;7;791.6813487;;;;;;;
ANDVIT_MOR.9.F4.;ANDVIT_MOR.9.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;9;4;;;;;;;;;;;;;;;;;13;;;8;1061.858317;;;;;;;
ANDVIT_MOR10.F1.;ANDVIT_MOR10.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;10;1;;;;;;;;;;;;;;;;;15;;;8;1413.716694;;;;;;;
ANDVIT_MOR10.F2.;ANDVIT_MOR10.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;10;2;;;;;;;;;;;;;;;;;14;;;8;1231.50432;;;;;;;
ANDVIT_MOR10.F3.;ANDVIT_MOR10.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;10;3;;;;;;;;;;;;;;;;;14;;;7;1077.56628;;;;;;;
ANDVIT_MOR10.F4.;ANDVIT_MOR10.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Flor;Morfologia;10;4;;;;;;;;;;;;;;;;;13;;;7;929.1260273;;;;;;;
ANTMAJ_MOR.1.F1.;ANTMAJ_MOR.1.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;1;1;;;;;;;;;;;;;;;;;;45;19;10;8550;;;;;;;
ANTMAJ_MOR.1.F2.;ANTMAJ_MOR.1.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;1;2;;;;;;;;;;;;;;;;;;50;20;10;10000;;;;;;;
ANTMAJ_MOR.1.F3.;ANTMAJ_MOR.1.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;1;3;;;;;;;;;;;;;;;;;;42;16;10;6720;;;;;;;
ANTMAJ_MOR.1.F4.;ANTMAJ_MOR.1.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;1;4;;;;;;;;;;;;;;;;;;48;18;10;8640;;;;;;;
ANTMAJ_MOR.2.F1.;ANTMAJ_MOR.2.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;2;1;;;;;;;;;;;;;;;;;;51;22;10;11220;;;;;;;
ANTMAJ_MOR.2.F2.;ANTMAJ_MOR.2.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;2;2;;;;;;;;;;;;;;;;;;44;19;10;8360;;;;;;;
ANTMAJ_MOR.3.F1.;ANTMAJ_MOR.3.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;3;1;;;;;;;;;;;;;;;;;;44;19;10;8360;;;;;;;
ANTMAJ_MOR.4.F1.;ANTMAJ_MOR.4.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;4;1;;;;;;;;;;;;;;;;;;42;18;10;7560;;;;;;;
ANTMAJ_MOR.4.F2.;ANTMAJ_MOR.4.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;4;2;;;;;;;;;;;;;;;;;;41;19;10;7790;;;;;;;
ANTMAJ_MOR.4.F3.;ANTMAJ_MOR.4.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;4;3;;;;;;;;;;;;;;;;;;47;19;10;8930;;;;;;;
ANTMAJ_MOR.4.F4.;ANTMAJ_MOR.4.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;4;4;;;;;;;;;;;;;;;;;;39;20;10;7800;;;;;;;
ANTMAJ_MOR.5.F1.;ANTMAJ_MOR.5.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;5;1;;;;;;;;;;;;;;;;;;41;22;10;9020;;;;;;;
ANTMAJ_MOR.5.F2.;ANTMAJ_MOR.5.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;5;2;;;;;;;;;;;;;;;;;;39;25;10;9750;;;;;;;
ANTMAJ_MOR.5.F3.;ANTMAJ_MOR.5.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;5;3;;;;;;;;;;;;;;;;;;42;24;10;10080;;;;;;;
ANTMAJ_MOR.5.F4.;ANTMAJ_MOR.5.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;5;4;;;;;;;;;;;;;;;;;;37;19;10;7030;;;;;;;
ANTMAJ_MOR.6.F1.;ANTMAJ_MOR.6.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;6;1;;;;;;;;;;;;;;;;;;37;18;10;6660;;;;;;;
ANTMAJ_MOR.6.F2.;ANTMAJ_MOR.6.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;6;2;;;;;;;;;;;;;;;;;;46;21;10;9660;;;;;;;
ANTMAJ_MOR.6.F3.;ANTMAJ_MOR.6.;Antirrhinum majus;Plantaginaceae;Generalist;Antirrhinum;Campo;Ascara;-0.656560459;42.56071809;09/05/2024;Planta;Flor;Morfologia;6;3;;;;;;;;;;;;;;;;;;45;24;10;10800;;;;;;;
